NCM8,NCM,IPI_raw,IPI_rate
84382019,8438.20.19,,
84382090,8438.20.90,,
84383000,8438.30.00,,
84384000,8438.40.00,,
84385000,8438.50.00,,
84386000,8438.60.00,,
84388010,8438.80.10,,
84388020,8438.80.20,,
84388090,8438.80.90,,
84389000,8438.90.00,,
84391010,8439.10.10,,
84391020,8439.10.20,,
84391030,8439.10.30,,
84391090,8439.10.90,,
84392000,8439.20.00,,
84393010,8439.30.10,,
84393020,8439.30.20,,
84393030,8439.30.30,,
84393090,8439.30.90,,
84399100,8439.91.00,,
84399910,8439.99.10,,
84399990,8439.99.90,,
84401011,8440.10.11,,
84401019,8440.10.19,,
84401020,8440.10.20,,
84401090,8440.10.90,,
84409000,8440.90.00,,
84411010,8441.10.10,,
84411090,8441.10.90,,
84412000,8441.20.00,,
84413010,8441.30.10,,
84413090,8441.30.90,,
84414000,8441.40.00,,
84418000,8441.80.00,,
84419000,8441.90.00,,
84423010,8442.30.10,,
84423020,8442.30.20,,
84423090,8442.30.90,,
84424010,8442.40.10,,
84424020,8442.40.20,,
84424090,8442.40.90,,
84425000,8442.50.00,,
84431110,8443.11.10,,
84431190,8443.11.90,,
84431200,8443.12.00,,
84431310,8443.13.10,,
84431321,8443.13.21,,
84431329,8443.13.29,,
84431390,8443.13.90,,
84431400,8443.14.00,,
84431500,8443.15.00,,
84431600,8443.16.00,,
84431710,8443.17.10,,
84431790,8443.17.90,,
84431910,8443.19.10,,
84431990,8443.19.90,,
84433111,8443.31.11,,
84433112,8443.31.12,,
84433113,8443.31.13,,
84433114,8443.31.14,,
84433115,8443.31.15,,
84433116,8443.31.16,,
84433119,8443.31.19,,
84433191,8443.31.91,,
84433199,8443.31.99,,
84433221,8443.32.21,,
84433222,8443.32.22,,
84433223,8443.32.23,,
84433229,8443.32.29,,
84433231,8443.32.31,,
84433232,8443.32.32,,
84433233,8443.32.33,,
84433234,8443.32.34,,
84433235,8443.32.35,,
84433236,8443.32.36,,
84433237,8443.32.37,,
84433238,8443.32.38,,
84433239,8443.32.39,,
84433240,8443.32.40,,
84433251,8443.32.51,,
84433252,8443.32.52,,
84433259,8443.32.59,,
84433291,8443.32.91,,
84433299,8443.32.99,,
84433910,8443.39.10,,
84433921,8443.39.21,,
84433928,8443.39.28,,
84433929,8443.39.29,,
84433930,8443.39.30,,
84433990,8443.39.90,,
84439110,8443.91.10,,
84439191,8443.91.91,,
84439192,8443.91.92,,
84439199,8443.91.99,,
84439911,8443.99.11,,
84439912,8443.99.12,,
84439919,8443.99.19,,
84439921,8443.99.21,,
84439922,8443.99.22,,
84439923,8443.99.23,,
84439929,8443.99.29,,
84439931,8443.99.31,,
84439932,8443.99.32,,
84439933,8443.99.33,,
84439939,8443.99.39,,
84439941,8443.99.41,,
84439942,8443.99.42,,
84439949,8443.99.49,,
84439950,8443.99.50,,
84439960,8443.99.60,,
84439970,8443.99.70,,
84439980,8443.99.80,,
84439990,8443.99.90,,
84440010,8444.00.10,,
84440020,8444.00.20,,
84440090,8444.00.90,,
84451110,8445.11.10,,
84451120,8445.11.20,,
84451190,8445.11.90,,
84451200,8445.12.00,,
84451300,8445.13.00,,
84451910,8445.19.10,,
84451921,8445.19.21,,
84451922,8445.19.22,,
84451923,8445.19.23,,
84451924,8445.19.24,,
84451925,8445.19.25,,
84451926,8445.19.26,,
84451927,8445.19.27,,
84451929,8445.19.29,,
84452000,8445.20.00,,
84453010,8445.30.10,,
84453090,8445.30.90,,
84454011,8445.40.11,,
84454012,8445.40.12,,
84454018,8445.40.18,,
84454019,8445.40.19,,
84454021,8445.40.21,,
84454029,8445.40.29,,
84454031,8445.40.31,,
84454039,8445.40.39,,
84454040,8445.40.40,,
84454090,8445.40.90,,
84459010,8445.90.10,,
84459020,8445.90.20,,
84459030,8445.90.30,,
84459040,8445.90.40,,
84459090,8445.90.90,,
84461010,8446.10.10,,
84461090,8446.10.90,,
84462100,8446.21.00,,
84462900,8446.29.00,,
84463010,8446.30.10,,
84463020,8446.30.20,,
84463030,8446.30.30,,
84463040,8446.30.40,,
84463090,8446.30.90,,
84471100,8447.11.00,,
84471200,8447.12.00,,
84472010,8447.20.10,,
84472021,8447.20.21,,
84472029,8447.20.29,,
84472030,8447.20.30,,
84479010,8447.90.10,,
84479020,8447.90.20,,
84479090,8447.90.90,,
84481110,8448.11.10,,
84481120,8448.11.20,,
84481190,8448.11.90,,
84481900,8448.19.00,,
84482010,8448.20.10,,
84482020,8448.20.20,,
84482030,8448.20.30,,
84482090,8448.20.90,,
84483100,8448.31.00,,
84483211,8448.32.11,,
84483219,8448.32.19,,
84483220,8448.32.20,,
84483230,8448.32.30,,
84483240,8448.32.40,,
84483250,8448.32.50,,
84483290,8448.32.90,,
84483310,8448.33.10,,
84483390,8448.33.90,,
84483911,8448.39.11,,
84483912,8448.39.12,,
84483917,8448.39.17,,
84483919,8448.39.19,,
84483921,8448.39.21,,
84483922,8448.39.22,,
84483923,8448.39.23,,
84483929,8448.39.29,,
84483991,8448.39.91,,
84483992,8448.39.92,,
84483999,8448.39.99,,
84484200,8448.42.00,,
84484910,8448.49.10,,
84484920,8448.49.20,,
84484990,8448.49.90,,
84485110,8448.51.10,,
84485190,8448.51.90,,
84485910,8448.59.10,,
84485921,8448.59.21,,
84485922,8448.59.22,,
84485929,8448.59.29,,
84485930,8448.59.30,,
84485940,8448.59.40,,
84485990,8448.59.90,,
84490010,8449.00.10,,
84490020,8449.00.20,,
84490080,8449.00.80,,
84490091,8449.00.91,,
84490099,8449.00.99,,
84501100,8450.11.00,,
84501200,8450.12.00,,
84501900,8450.19.00,,
84502010,8450.20.10,,
84502090,8450.20.90,,
84509010,8450.90.10,,
84509090,8450.90.90,,
84511000,8451.10.00,,
84512100,8451.21.00,,
84512910,8451.29.10,,
84512990,8451.29.90,,
84513010,8451.30.10,,
84513091,8451.30.91,,
84513099,8451.30.99,,
84514010,8451.40.10,,
84514021,8451.40.21,,
84514029,8451.40.29,,
84514090,8451.40.90,,
84515010,8451.50.10,,
84515020,8451.50.20,,
84515090,8451.50.90,,
84518000,8451.80.00,,
84519010,8451.90.10,,
84519090,8451.90.90,,
84521000,8452.10.00,,
84522110,8452.21.10,,
84522120,8452.21.20,,
84522190,8452.21.90,,
84522910,8452.29.10,,
84522921,8452.29.21,,
84522922,8452.29.22,,
84522923,8452.29.23,,
84522924,8452.29.24,,
84522925,8452.29.25,,
84522929,8452.29.29,,
84522990,8452.29.90,,
84523000,8452.30.00,,
84529020,8452.90.20,,
84529081,8452.90.81,,
84529089,8452.90.89,,
84529091,8452.90.91,,
84529092,8452.90.92,,
84529093,8452.90.93,,
84529094,8452.90.94,,
84529099,8452.90.99,,
84531010,8453.10.10,,
84531090,8453.10.90,,
84532000,8453.20.00,,
84538000,8453.80.00,,
84539000,8453.90.00,,
84541000,8454.10.00,,
84542010,8454.20.10,,
84542090,8454.20.90,,
84543010,8454.30.10,,
84543020,8454.30.20,,
84543090,8454.30.90,,
84549010,8454.90.10,,
84549090,8454.90.90,,
84551000,8455.10.00,,
84552110,8455.21.10,,
84552190,8455.21.90,,
84552210,8455.22.10,,
84552290,8455.22.90,,
84553010,8455.30.10,,
84553020,8455.30.20,"0,80",0.008
84553090,8455.30.90,,
84559000,8455.90.00,,
84561111,8456.11.11,,
84561119,8456.11.19,,
84561190,8456.11.90,,
84561211,8456.12.11,,
84561219,8456.12.19,,
84561290,8456.12.90,,
84562010,8456.20.10,,
84562090,8456.20.90,,
84563011,8456.30.11,,
84563019,8456.30.19,,
84563090,8456.30.90,,
84564000,8456.40.00,,
84565000,8456.50.00,,
84569000,8456.90.00,,
84571000,8457.10.00,,
84572010,8457.20.10,,
84572090,8457.20.90,,
84573010,8457.30.10,,
84573090,8457.30.90,,
84581110,8458.11.10,,
84581191,8458.11.91,,
84581199,8458.11.99,,
84581910,8458.19.10,,
84581990,8458.19.90,,
84589100,8458.91.00,,
84589900,8458.99.00,,
84591000,8459.10.00,,
84592110,8459.21.10,,
84592191,8459.21.91,,
84592199,8459.21.99,,
84592900,8459.29.00,,
84593100,8459.31.00,,
84593900,8459.39.00,,
84594100,8459.41.00,,
84594900,8459.49.00,,
84595100,8459.51.00,,
84595900,8459.59.00,,
84596100,8459.61.00,,
84596900,8459.69.00,,
84597000,8459.70.00,,
84601200,8460.12.00,,
84601900,8460.19.00,,
84602200,8460.22.00,,
84602300,8460.23.00,,
84602400,8460.24.00,,
84602900,8460.29.00,,
84603100,8460.31.00,,
84603900,8460.39.00,,
84604011,8460.40.11,,
84604019,8460.40.19,,
84604091,8460.40.91,,
84604099,8460.40.99,,
84609011,8460.90.11,,
84609012,8460.90.12,,
84609019,8460.90.19,,
84609090,8460.90.90,,
84612010,8461.20.10,,
84612090,8461.20.90,,
84613010,8461.30.10,,
84613090,8461.30.90,,
84614010,8461.40.10,,
84614091,8461.40.91,,
84614099,8461.40.99,,
84615010,8461.50.10,,
84615020,8461.50.20,,
84615090,8461.50.90,,
84619010,8461.90.10,,
84619090,8461.90.90,,
84621100,8462.11.00,,
84621900,8462.19.00,,
84622200,8462.22.00,,
84622300,8462.23.00,,
84622400,8462.24.00,,
84622500,8462.25.00,,
84622600,8462.26.00,,
84622900,8462.29.00,,
84623200,8462.32.00,,
84623300,8462.33.00,,
84623900,8462.39.00,,
84624200,8462.42.00,,
84624900,8462.49.00,,
84625100,8462.51.00,,
84625900,8462.59.00,,
84626100,8462.61.00,,
84626200,8462.62.00,,
84626300,8462.63.00,,
84626900,8462.69.00,,
84629000,8462.90.00,,
84631010,8463.10.10,,
84631090,8463.10.90,,
84632010,8463.20.10,,
84632091,8463.20.91,,
84632099,8463.20.99,,
84633000,8463.30.00,,
84639010,8463.90.10,,
84639090,8463.90.90,,
84641000,8464.10.00,,
84642010,8464.20.10,,
84642021,8464.20.21,,
84642029,8464.20.29,,
84642090,8464.20.90,,
84649011,8464.90.11,,
84649019,8464.90.19,,
84649090,8464.90.90,,
84651000,8465.10.00,,
84652000,8465.20.00,,
84659110,8465.91.10,,
84659120,8465.91.20,,
84659190,8465.91.90,,
84659211,8465.92.11,,
84659219,8465.92.19,,
84659290,8465.92.90,,
84659310,8465.93.10,,
84659390,8465.93.90,,
84659400,8465.94.00,,
84659511,8465.95.11,,
84659512,8465.95.12,,
84659591,8465.95.91,,
84659592,8465.95.92,,
84659600,8465.96.00,,
84659900,8465.99.00,,
84661000,8466.10.00,,
84662010,8466.20.10,,
84662090,8466.20.90,,
84663000,8466.30.00,,
84669100,8466.91.00,,
84669200,8466.92.00,,
84669311,8466.93.11,,
84669319,8466.93.19,,
84669320,8466.93.20,,
84669330,8466.93.30,,
84669340,8466.93.40,,
84669350,8466.93.50,,
84669360,8466.93.60,,
84669410,8466.94.10,,
84669420,8466.94.20,,
84669490,8466.94.90,,
84671110,8467.11.10,,
84671190,8467.11.90,,
84671900,8467.19.00,,
84672100,8467.21.00,,
84672200,8467.22.00,,
84672910,8467.29.10,,
84672991,8467.29.91,,
84672992,8467.29.92,,
84672993,8467.29.93,,
84672999,8467.29.99,,
84678100,8467.81.00,,
84678900,8467.89.00,,
84679100,8467.91.00,,
84679200,8467.92.00,,
84679900,8467.99.00,,
84681000,8468.10.00,,
84682000,8468.20.00,,
84688010,8468.80.10,,
84688090,8468.80.90,,
84689010,8468.90.10,,
84689020,8468.90.20,,
84689090,8468.90.90,,
84701000,8470.10.00,,
84702100,8470.21.00,,
84702900,8470.29.00,,
84703000,8470.30.00,,
84705010,8470.50.10,,
84705090,8470.50.90,,
84709010,8470.90.10,,
84709090,8470.90.90,,
84713011,8471.30.11,,
84713012,8471.30.12,,
84713019,8471.30.19,,
84713090,8471.30.90,,
84714100,8471.41.00,,
84714900,8471.49.00,,
84715010,8471.50.10,,
84715020,8471.50.20,,
84715030,8471.50.30,,
84715040,8471.50.40,,
84715090,8471.50.90,,
84716052,8471.60.52,,
84716053,8471.60.53,,
84716054,8471.60.54,,
84716059,8471.60.59,,
84716061,8471.60.61,,
84716062,8471.60.62,,
84716080,8471.60.80,,
84716090,8471.60.90,,
84717010,8471.70.10,,
84717020,8471.70.20,,
84717030,8471.70.30,,
84717040,8471.70.40,,
84717090,8471.70.90,,
84718000,8471.80.00,,
84719011,8471.90.11,,
84719012,8471.90.12,,
84719013,8471.90.13,,
84719014,8471.90.14,,
84719019,8471.90.19,,
84719090,8471.90.90,,
84721000,8472.10.00,,
84723010,8472.30.10,,
84723020,8472.30.20,,
84723030,8472.30.30,,
84723090,8472.30.90,,
84729010,8472.90.10,,
84729020,8472.90.20,,
84729030,8472.90.30,,
84729040,8472.90.40,,
84729051,8472.90.51,,
84729059,8472.90.59,,
84729091,8472.90.91,,
84729099,8472.90.99,,
84732100,8473.21.00,,
84732910,8473.29.10,,
84732920,8473.29.20,,
84732990,8473.29.90,,
84733011,8473.30.11,,
84733019,8473.30.19,,
84733031,8473.30.31,,
84733032,8473.30.32,,
84733033,8473.30.33,,
84733034,8473.30.34,,
84733039,8473.30.39,,
84733041,8473.30.41,,
84733042,8473.30.42,,
84733049,8473.30.49,,
84733090,8473.30.90,,
84734010,8473.40.10,,
84734070,8473.40.70,,
84734090,8473.40.90,,
84735010,8473.50.10,,
84735040,8473.50.40,,
84735050,8473.50.50,,
84735090,8473.50.90,,
84741000,8474.10.00,,
84742010,8474.20.10,,
84742090,8474.20.90,,
84743100,8474.31.00,,
84743200,8474.32.00,,
84743900,8474.39.00,,
84748010,8474.80.10,,
84748090,8474.80.90,,
84749000,8474.90.00,,
84751000,8475.10.00,,
84752100,8475.21.00,,
84752910,8475.29.10,,
84752990,8475.29.90,,
84759000,8475.90.00,,
84762100,8476.21.00,,
84762900,8476.29.00,,
84768100,8476.81.00,,
84768910,8476.89.10,,
84768990,8476.89.90,,
84769000,8476.90.00,,
84771011,8477.10.11,,
84771019,8477.10.19,,
84771021,8477.10.21,,
84771029,8477.10.29,,
84771091,8477.10.91,,
84771099,8477.10.99,,
84772010,8477.20.10,,
84772090,8477.20.90,,
84773010,8477.30.10,,
84773090,8477.30.90,,
84774010,8477.40.10,,
84774090,8477.40.90,,
84775100,8477.51.00,,
84775911,8477.59.11,,
84775919,8477.59.19,,
84775990,8477.59.90,,
84778010,8477.80.10,,
84778090,8477.80.90,,
84779000,8477.90.00,,
84781010,8478.10.10,,
84781090,8478.10.90,,
84789000,8478.90.00,,
84791010,8479.10.10,,
84791090,8479.10.90,,
84792000,8479.20.00,,
84793000,8479.30.00,,
84794000,8479.40.00,,
84795000,8479.50.00,,
84796000,8479.60.00,,
84797100,8479.71.00,,
84797900,8479.79.00,,
84798110,8479.81.10,,
84798190,8479.81.90,,
84798210,8479.82.10,,
84798290,8479.82.90,,
84798300,8479.83.00,,
84798911,8479.89.11,,
84798912,8479.89.12,,
84798921,8479.89.21,,
84798922,8479.89.22,,
84798931,8479.89.31,,
84798932,8479.89.32,,
84798940,8479.89.40,,
84798991,8479.89.91,,
84798992,8479.89.92,,
84798999,8479.89.99,,
84799010,8479.90.10,,
84799090,8479.90.90,,
84801000,8480.10.00,,
84802000,8480.20.00,,
84803000,8480.30.00,,
84804100,8480.41.00,,
84804910,8480.49.10,,
84804990,8480.49.90,,
84805000,8480.50.00,,
84806000,8480.60.00,,
84807100,8480.71.00,,
84807910,8480.79.10,,
84807990,8480.79.90,,
84811000,8481.10.00,,
84812011,8481.20.11,,
84812019,8481.20.19,,
84812090,8481.20.90,,
84813000,8481.30.00,,
84814000,8481.40.00,,
84818011,8481.80.11,,
84818019,8481.80.19,,
84818021,8481.80.21,,
84818029,8481.80.29,,
84818031,8481.80.31,,
84818039,8481.80.39,,
84818091,8481.80.91,,
84818092,8481.80.92,,
84818093,8481.80.93,,
84818094,8481.80.94,,
84818095,8481.80.95,,
84818096,8481.80.96,,
84818097,8481.80.97,,
84818099,8481.80.99,,
84819010,8481.90.10,,
84819090,8481.90.90,,
84821010,8482.10.10,,
84821090,8482.10.90,,
84822010,8482.20.10,,
84822090,8482.20.90,,
84823000,8482.30.00,,
84824000,8482.40.00,,
84825010,8482.50.10,,
84825090,8482.50.90,,
84828000,8482.80.00,,
84829111,8482.91.11,,
84829119,8482.91.19,,
84829120,8482.91.20,,
84829130,8482.91.30,,
84829190,8482.91.90,,
84829910,8482.99.10,,
84829990,8482.99.90,,
84831011,8483.10.11,,
84831019,8483.10.19,,
84831020,8483.10.20,,
84831030,8483.10.30,,
84831040,8483.10.40,,
84831050,8483.10.50,,
84831090,8483.10.90,,
84832000,8483.20.00,,
84833010,8483.30.10,,
84833021,8483.30.21,,
84833029,8483.30.29,,
84833090,8483.30.90,,
84834010,8483.40.10,,
84834090,8483.40.90,,
84835010,8483.50.10,,
84835090,8483.50.90,,
84836011,8483.60.11,,
84836019,8483.60.19,,
84836090,8483.60.90,,
84839000,8483.90.00,,
84841000,8484.10.00,,
84842000,8484.20.00,,
84849000,8484.90.00,,
84851000,8485.10.00,,
84852000,8485.20.00,,
84853000,8485.30.00,,
84858000,8485.80.00,,
84859000,8485.90.00,,
84861000,8486.10.00,,
84862000,8486.20.00,,
84863000,8486.30.00,,
84864000,8486.40.00,,
84869000,8486.90.00,,
84871000,8487.10.00,,
84879000,8487.90.00,,
85011011,8501.10.11,,
85011019,8501.10.19,,
85011021,8501.10.21,,
85011029,8501.10.29,,
85011030,8501.10.30,,
85012000,8501.20.00,,
85013110,8501.31.10,,
85013120,8501.31.20,,
85013210,8501.32.10,,
85013220,8501.32.20,,
85013310,8501.33.10,,
85013320,8501.33.20,,
85013411,8501.34.11,,
85013419,8501.34.19,,
85013420,8501.34.20,,
85014011,8501.40.11,,
85014019,8501.40.19,,
85014021,8501.40.21,,
85014029,8501.40.29,,
85015110,8501.51.10,,
85015120,8501.51.20,,
85015190,8501.51.90,,
85015210,8501.52.10,,
85015220,8501.52.20,,
85015290,8501.52.90,,
85015310,8501.53.10,,
85015320,8501.53.20,,
85015330,8501.53.30,,
85015390,8501.53.90,,
85016100,8501.61.00,,
85016200,8501.62.00,,
85016300,8501.63.00,,
85016400,8501.64.00,,
85017100,8501.71.00,,
85017210,8501.72.10,,
85017290,8501.72.90,,
85018000,8501.80.00,,
85021110,8502.11.10,,
85021190,8502.11.90,,
85021210,8502.12.10,,
85021290,8502.12.90,,
85021311,8502.13.11,,
85021319,8502.13.19,,
85021390,8502.13.90,,
85022011,8502.20.11,,
85022019,8502.20.19,,
85022090,8502.20.90,,
85023100,8502.31.00,,
85023900,8502.39.00,,
85024010,8502.40.10,,
85024090,8502.40.90,,
85030010,8503.00.10,,
85030090,8503.00.90,,
85041000,8504.10.00,,
85042100,8504.21.00,,
85042200,8504.22.00,,
85042300,8504.23.00,,
85043111,8504.31.11,,
85043119,8504.31.19,,
85043191,8504.31.91,,
85043192,8504.31.92,,
85043199,8504.31.99,,
85043211,8504.32.11,,
85043219,8504.32.19,,
85043221,8504.32.21,,
85043229,8504.32.29,,
85043300,8504.33.00,,
85043400,8504.34.00,,
85044010,8504.40.10,,
85044021,8504.40.21,,
85044022,8504.40.22,,
85044029,8504.40.29,,
85044030,8504.40.30,,
85044040,8504.40.40,,
85044050,8504.40.50,,
85044060,8504.40.60,,
85044090,8504.40.90,,
85045000,8504.50.00,,
85049010,8504.90.10,,
85049020,8504.90.20,,
85049030,8504.90.30,,
85049040,8504.90.40,,
85049090,8504.90.90,,
85051100,8505.11.00,,
85051910,8505.19.10,,
85051990,8505.19.90,,
85052010,8505.20.10,,
85052090,8505.20.90,,
85059010,8505.90.10,,
85059080,8505.90.80,,
85059090,8505.90.90,,
85061011,8506.10.11,,
85061012,8506.10.12,,
85061019,8506.10.19,,
85061020,8506.10.20,,
85061031,8506.10.31,,
85061032,8506.10.32,,
85061039,8506.10.39,,
85063010,8506.30.10,,
85063090,8506.30.90,,
85064010,8506.40.10,,
85064090,8506.40.90,,
85065010,8506.50.10,,
85065090,8506.50.90,,
85066010,8506.60.10,,
85066090,8506.60.90,,
85068010,8506.80.10,,
85068090,8506.80.90,,
85069000,8506.90.00,,
85071010,8507.10.10,,
85071090,8507.10.90,,
85072010,8507.20.10,,
85072090,8507.20.90,,
85073011,8507.30.11,,
85073019,8507.30.19,,
85073090,8507.30.90,,
85075010,8507.50.10,,
85075020,8507.50.20,,
85075090,8507.50.90,,
85076000,8507.60.00,,
85078000,8507.80.00,,
85079010,8507.90.10,,
85079020,8507.90.20,,
85079090,8507.90.90,,
85081100,8508.11.00,,
85081900,8508.19.00,,
85086000,8508.60.00,,
85087000,8508.70.00,,
85094010,8509.40.10,,
85094020,8509.40.20,,
85094030,8509.40.30,,
85094040,8509.40.40,,
85094050,8509.40.50,,
85094090,8509.40.90,,
85098010,8509.80.10,,
85098090,8509.80.90,,
85099000,8509.90.00,,
85101000,8510.10.00,,
85102000,8510.20.00,,
85103000,8510.30.00,,
85109011,8510.90.11,,
85109019,8510.90.19,,
85109020,8510.90.20,,
85109090,8510.90.90,,
85111000,8511.10.00,,
85112010,8511.20.10,,
85112090,8511.20.90,,
85113010,8511.30.10,,
85113020,8511.30.20,,
85114000,8511.40.00,,
85115010,8511.50.10,,
85115090,8511.50.90,,
85118010,8511.80.10,,
85118020,8511.80.20,,
85118030,8511.80.30,,
85118090,8511.80.90,,
85119000,8511.90.00,,
85121000,8512.10.00,,
85122011,8512.20.11,,
85122019,8512.20.19,,
85122021,8512.20.21,,
85122022,8512.20.22,,
85122023,8512.20.23,,
85122029,8512.20.29,,
85123000,8512.30.00,,
85124010,8512.40.10,,
85124020,8512.40.20,,
85129000,8512.90.00,,
85131010,8513.10.10,,
85131090,8513.10.90,,
85139000,8513.90.00,,
85141100,8514.11.00,,
85141900,8514.19.00,,
85142011,8514.20.11,,
85142019,8514.20.19,,
85142020,8514.20.20,,
85143100,8514.31.00,,
85143200,8514.32.00,,
85143900,8514.39.00,,
85144000,8514.40.00,,
85149000,8514.90.00,,
85151100,8515.11.00,,
85151900,8515.19.00,,
85152100,8515.21.00,,
85152900,8515.29.00,,
85153110,8515.31.10,,
85153190,8515.31.90,,
85153900,8515.39.00,,
85158010,8515.80.10,,
85158090,8515.80.90,,
85159000,8515.90.00,,
85161000,8516.10.00,,
85162100,8516.21.00,,
85162900,8516.29.00,,
85163100,8516.31.00,,
85163200,8516.32.00,,
85163300,8516.33.00,,
85164000,8516.40.00,,
85165000,8516.50.00,,
85166000,8516.60.00,,
85167100,8516.71.00,,
85167200,8516.72.00,,
85167910,8516.79.10,,
85167920,8516.79.20,,
85167990,8516.79.90,,
85168010,8516.80.10,,
85168090,8516.80.90,,
85169000,8516.90.00,,
85171100,8517.11.00,,
85171300,8517.13.00,,
85171410,8517.14.10,,
85171431,8517.14.31,,
85171432,8517.14.32,,
85171439,8517.14.39,,
85171441,8517.14.41,,
85171449,8517.14.49,,
85171490,8517.14.90,,
85171830,8517.18.30,,
85171890,8517.18.90,,
85176130,8517.61.30,,
85176141,8517.61.41,,
85176142,8517.61.42,,
85176143,8517.61.43,,
85176149,8517.61.49,,
85176191,8517.61.91,,
85176192,8517.61.92,,
85176199,8517.61.99,,
85176214,8517.62.14,,
85176215,8517.62.15,,
85176221,8517.62.21,,
85176229,8517.62.29,,
85176234,8517.62.34,,
85176239,8517.62.39,,
85176241,8517.62.41,,
85176249,8517.62.49,,
85176251,8517.62.51,,
85176252,8517.62.52,,
85176253,8517.62.53,,
85176254,8517.62.54,,
85176255,8517.62.55,,
85176256,8517.62.56,,
85176259,8517.62.59,,
85176262,8517.62.62,,
85176264,8517.62.64,,
85176265,8517.62.65,,
85176272,8517.62.72,,
85176273,8517.62.73,,
85176277,8517.62.77,,
85176278,8517.62.78,,
85176279,8517.62.79,,
85176291,8517.62.91,,
85176294,8517.62.94,,
85176296,8517.62.96,,
85176299,8517.62.99,,
85176900,8517.69.00,,
85177110,8517.71.10,,
85177190,8517.71.90,,
85177900,8517.79.00,,
85181010,8518.10.10,,
85181090,8518.10.90,,
85182100,8518.21.00,,
85182200,8518.22.00,,
85182910,8518.29.10,,
85182990,8518.29.90,,
85183000,8518.30.00,,
85184000,8518.40.00,,
85185000,8518.50.00,,
85189010,8518.90.10,,
85189090,8518.90.90,,
85192000,8519.20.00,,
85193000,8519.30.00,,
85198110,8519.81.10,,
85198120,8519.81.20,,
85198190,8519.81.90,,
85198900,8519.89.00,,
85211010,8521.10.10,,
85211081,8521.10.81,,
85211089,8521.10.89,,
85211090,8521.10.90,,
85219000,8521.90.00,,
85221000,8522.10.00,,
85229000,8522.90.00,,
85232110,8523.21.10,,
85232120,8523.21.20,,
85232911,8523.29.11,,
85232919,8523.29.19,,
85232990,8523.29.90,,
85234110,8523.41.10,,
85234190,8523.41.90,,
85234910,8523.49.10,,
85234920,8523.49.20,,
85234990,8523.49.90,,
85235110,8523.51.10,,
85235190,8523.51.90,,
85235210,8523.52.10,,
85235290,8523.52.90,,
85235900,8523.59.00,,
85238000,8523.80.00,,
85241100,8524.11.00,,
85241200,8524.12.00,,
85241900,8524.19.00,,
85249100,8524.91.00,,
85249200,8524.92.00,,
85249900,8524.99.00,,
85255011,8525.50.11,,
85255019,8525.50.19,,
85255021,8525.50.21,,
85255022,8525.50.22,,
85255023,8525.50.23,,
85255024,8525.50.24,,
85255029,8525.50.29,,
85256010,8525.60.10,,
85256020,8525.60.20,,
85256090,8525.60.90,,
85258100,8525.81.00,,
85258200,8525.82.00,,
85258300,8525.83.00,,
85258911,8525.89.11,,
85258912,8525.89.12,,
85258913,8525.89.13,,
85258914,8525.89.14,,
85258919,8525.89.19,,
85258921,8525.89.21,,
85258922,8525.89.22,,
85258929,8525.89.29,,
85261000,8526.10.00,,
85269100,8526.91.00,,
85269200,8526.92.00,,
85271200,8527.12.00,,
85271300,8527.13.00,,
85271900,8527.19.00,,
85272100,8527.21.00,,
85272900,8527.29.00,,
85279100,8527.91.00,,
85279200,8527.92.00,,
85279910,8527.99.10,,
85279990,8527.99.90,,
85284200,8528.42.00,,
85284930,8528.49.30,,
85284990,8528.49.90,,
85285200,8528.52.00,,
85285900,8528.59.00,,
85286200,8528.62.00,,
85286910,8528.69.10,,
85286990,8528.69.90,,
85287111,8528.71.11,,
85287119,8528.71.19,,
85287190,8528.71.90,,
85287200,8528.72.00,,
85287300,8528.73.00,,
85291020,8529.10.20,,
85291090,8529.10.90,,
85299011,8529.90.11,,
85299012,8529.90.12,,
85299019,8529.90.19,,
85299020,8529.90.20,,
85299030,8529.90.30,,
85299040,8529.90.40,,
85299050,8529.90.50,,
85299090,8529.90.90,,
85301010,8530.10.10,,
85301090,8530.10.90,,
85308010,8530.80.10,,
85308090,8530.80.90,,
85309000,8530.90.00,,
85311010,8531.10.10,,
85311090,8531.10.90,,
85312000,8531.20.00,,
85318000,8531.80.00,,
85319000,8531.90.00,,
85321000,8532.10.00,,
85322111,8532.21.11,,
85322119,8532.21.19,,
85322120,8532.21.20,,
85322190,8532.21.90,,
85322200,8532.22.00,,
85322310,8532.23.10,,
85322390,8532.23.90,,
85322410,8532.24.10,,
85322420,8532.24.20,,
85322490,8532.24.90,,
85322510,8532.25.10,,
85322590,8532.25.90,,
85322910,8532.29.10,,
85322990,8532.29.90,,
85323010,8532.30.10,,
85323090,8532.30.90,,
85329000,8532.90.00,,
85331000,8533.10.00,,
85332110,8533.21.10,,
85332120,8533.21.20,,
85332190,8533.21.90,,
85332900,8533.29.00,,
85333110,8533.31.10,,
85333190,8533.31.90,,
85333910,8533.39.10,,
85333990,8533.39.90,,
85334011,8533.40.11,,
85334012,8533.40.12,,
85334013,8533.40.13,,
85334019,8533.40.19,,
85334091,8533.40.91,,
85334092,8533.40.92,,
85334099,8533.40.99,,
85339000,8533.90.00,,
85340011,8534.00.11,,
85340012,8534.00.12,,
85340013,8534.00.13,,
85340019,8534.00.19,,
