NCM8,NCM,IPI_raw,IPI_rate
29094941,2909.49.41,,
29094949,2909.49.49,,
29094950,2909.49.50,,
29094990,2909.49.90,,
29095011,2909.50.11,,
29095012,2909.50.12,,
29095013,2909.50.13,,
29095019,2909.50.19,,
29095090,2909.50.90,,
29096011,2909.60.11,,
29096012,2909.60.12,,
29096013,2909.60.13,,
29096019,2909.60.19,,
29096090,2909.60.90,,
29101000,2910.10.00,,
29102000,2910.20.00,,
29103000,2910.30.00,,
29104000,2910.40.00,,
29105000,2910.50.00,,
29109010,2910.90.10,,
29109090,2910.90.90,,
29110010,2911.00.10,,
29110090,2911.00.90,,
29121100,2912.11.00,,
29121200,2912.12.00,,
29121911,2912.19.11,,
29121912,2912.19.12,,
29121919,2912.19.19,,
29121921,2912.19.21,,
29121922,2912.19.22,,
29121923,2912.19.23,,
29121929,2912.19.29,,
29121991,2912.19.91,,
29121999,2912.19.99,,
29122100,2912.21.00,,
29122910,2912.29.10,,
29122920,2912.29.20,,
29122990,2912.29.90,,
29124100,2912.41.00,,
29124200,2912.42.00,,
29124910,2912.49.10,,
29124920,2912.49.20,,
29124930,2912.49.30,,
29124941,2912.49.41,,
29124949,2912.49.49,,
29124990,2912.49.90,,
29125000,2912.50.00,,
29126000,2912.60.00,,
29130010,2913.00.10,,
29130090,2913.00.90,,
29141100,2914.11.00,,
29141200,2914.12.00,,
29141300,2914.13.00,,
29141910,2914.19.10,,
29141921,2914.19.21,,
29141922,2914.19.22,,
29141923,2914.19.23,,
29141929,2914.19.29,,
29141930,2914.19.30,,
29141940,2914.19.40,,
29141950,2914.19.50,,
29141990,2914.19.90,,
29142210,2914.22.10,,
29142220,2914.22.20,,
29142310,2914.23.10,,
29142320,2914.23.20,,
29142910,2914.29.10,,
29142920,2914.29.20,,
29142990,2914.29.90,,
29143100,2914.31.00,,
29143910,2914.39.10,,
29143990,2914.39.90,,
29144010,2914.40.10,,
29144091,2914.40.91,,
29144099,2914.40.99,,
29145010,2914.50.10,,
29145020,2914.50.20,,
29145090,2914.50.90,,
29146100,2914.61.00,,
29146200,2914.62.00,,
29146910,2914.69.10,,
29146920,2914.69.20,,
29146990,2914.69.90,,
29147100,2914.71.00,,
29147911,2914.79.11,,
29147919,2914.79.19,,
29147921,2914.79.21,,
29147922,2914.79.22,,
29147929,2914.79.29,,
29147990,2914.79.90,,
29151100,2915.11.00,,
29151210,2915.12.10,,
29151290,2915.12.90,,
29151310,2915.13.10,,
29151390,2915.13.90,,
29152100,2915.21.00,,
29152400,2915.24.00,,
29152910,2915.29.10,,
29152920,2915.29.20,,
29152990,2915.29.90,,
29153100,2915.31.00,,
29153200,2915.32.00,,
29153300,2915.33.00,,
29153600,2915.36.00,,
29153910,2915.39.10,,
29153921,2915.39.21,,
29153929,2915.39.29,,
29153931,2915.39.31,,
29153932,2915.39.32,,
29153939,2915.39.39,,
29153941,2915.39.41,,
29153942,2915.39.42,,
29153951,2915.39.51,,
29153952,2915.39.52,,
29153953,2915.39.53,,
29153954,2915.39.54,,
29153955,2915.39.55,,
29153961,2915.39.61,,
29153962,2915.39.62,,
29153963,2915.39.63,,
29153991,2915.39.91,,
29153992,2915.39.92,,
29153993,2915.39.93,,
29153994,2915.39.94,,
29153999,2915.39.99,,
29154010,2915.40.10,,
29154020,2915.40.20,,
29154090,2915.40.90,,
29155010,2915.50.10,,
29155020,2915.50.20,,
29155030,2915.50.30,,
29156011,2915.60.11,,
29156012,2915.60.12,,
29156019,2915.60.19,,
29156021,2915.60.21,,
29156029,2915.60.29,,
29157011,2915.70.11,,
29157019,2915.70.19,,
29157020,2915.70.20,,
29157031,2915.70.31,,
29157039,2915.70.39,,
29157040,2915.70.40,,
29159010,2915.90.10,,
29159021,2915.90.21,,
29159022,2915.90.22,,
29159023,2915.90.23,,
29159024,2915.90.24,,
29159029,2915.90.29,,
29159031,2915.90.31,,
29159032,2915.90.32,,
29159033,2915.90.33,,
29159039,2915.90.39,,
29159041,2915.90.41,,
29159043,2915.90.43,,
29159049,2915.90.49,,
29159050,2915.90.50,,
29159060,2915.90.60,,
29159090,2915.90.90,,
29161110,2916.11.10,,
29161120,2916.11.20,,
29161210,2916.12.10,,
29161220,2916.12.20,,
29161230,2916.12.30,,
29161240,2916.12.40,,
29161290,2916.12.90,,
29161310,2916.13.10,,
29161320,2916.13.20,,
29161410,2916.14.10,,
29161420,2916.14.20,,
29161430,2916.14.30,,
29161490,2916.14.90,,
29161511,2916.15.11,,
29161519,2916.15.19,,
29161520,2916.15.20,,
29161600,2916.16.00,,
29161911,2916.19.11,,
29161919,2916.19.19,,
29161921,2916.19.21,,
29161922,2916.19.22,,
29161923,2916.19.23,,
29161929,2916.19.29,,
29161990,2916.19.90,,
29162011,2916.20.11,,
29162012,2916.20.12,,
29162013,2916.20.13,,
29162014,2916.20.14,,
29162015,2916.20.15,,
29162019,2916.20.19,,
29162090,2916.20.90,,
29163110,2916.31.10,,
29163121,2916.31.21,,
29163122,2916.31.22,,
29163129,2916.31.29,,
29163131,2916.31.31,,
29163132,2916.31.32,,
29163139,2916.31.39,,
29163210,2916.32.10,,
29163220,2916.32.20,,
29163400,2916.34.00,,
29163910,2916.39.10,,
29163920,2916.39.20,,
29163930,2916.39.30,,
29163940,2916.39.40,,
29163990,2916.39.90,,
29171110,2917.11.10,,
29171120,2917.11.20,,
29171210,2917.12.10,,
29171220,2917.12.20,,
29171310,2917.13.10,,
29171321,2917.13.21,,
29171322,2917.13.22,,
29171323,2917.13.23,,
29171329,2917.13.29,,
29171400,2917.14.00,,
29171910,2917.19.10,,
29171921,2917.19.21,,
29171922,2917.19.22,,
29171930,2917.19.30,,
29171990,2917.19.90,,
29172000,2917.20.00,,
29173200,2917.32.00,,
29173300,2917.33.00,,
29173400,2917.34.00,,
29173500,2917.35.00,,
29173600,2917.36.00,,
29173700,2917.37.00,,
29173911,2917.39.11,,
29173919,2917.39.19,,
29173920,2917.39.20,,
29173931,2917.39.31,,
29173939,2917.39.39,,
29173940,2917.39.40,,
29173950,2917.39.50,,
29173990,2917.39.90,,
29181100,2918.11.00,,
29181200,2918.12.00,,
29181310,2918.13.10,,
29181320,2918.13.20,,
29181400,2918.14.00,,
29181500,2918.15.00,,
29181610,2918.16.10,,
29181690,2918.16.90,,
29181700,2918.17.00,,
29181800,2918.18.00,,
29181910,2918.19.10,,
29181921,2918.19.21,,
29181922,2918.19.22,,
29181929,2918.19.29,,
29181930,2918.19.30,,
29181942,2918.19.42,,
29181943,2918.19.43,,
29181990,2918.19.90,,
29182110,2918.21.10,,
29182120,2918.21.20,,
29182211,2918.22.11,,
29182212,2918.22.12,,
29182219,2918.22.19,,
29182220,2918.22.20,,
29182300,2918.23.00,,
29182910,2918.29.10,,
29182921,2918.29.21,,
29182922,2918.29.22,,
29182923,2918.29.23,,
29182929,2918.29.29,,
29182930,2918.29.30,,
29182940,2918.29.40,,
29182950,2918.29.50,,
29182990,2918.29.90,,
29183010,2918.30.10,,
29183020,2918.30.20,,
29183031,2918.30.31,,
29183032,2918.30.32,,
29183033,2918.30.33,,
29183039,2918.30.39,,
29183040,2918.30.40,,
29183090,2918.30.90,,
29189100,2918.91.00,,
29189911,2918.99.11,,
29189912,2918.99.12,,
29189919,2918.99.19,,
29189921,2918.99.21,,
29189929,2918.99.29,,
29189930,2918.99.30,,
29189940,2918.99.40,,
29189950,2918.99.50,,
29189960,2918.99.60,,
29189991,2918.99.91,,
29189992,2918.99.92,,
29189993,2918.99.93,,
29189994,2918.99.94,,
29189999,2918.99.99,,
29191000,2919.10.00,,
29199010,2919.90.10,,
29199020,2919.90.20,,
29199030,2919.90.30,,
29199040,2919.90.40,,
29199050,2919.90.50,,
29199060,2919.90.60,,
29199090,2919.90.90,,
29201110,2920.11.10,,
29201120,2920.11.20,,
29201910,2920.19.10,,
29201920,2920.19.20,,
29201990,2920.19.90,,
29202100,2920.21.00,,
29202200,2920.22.00,,
29202300,2920.23.00,,
29202400,2920.24.00,,
29202910,2920.29.10,,
29202920,2920.29.20,,
29202930,2920.29.30,,
29202940,2920.29.40,,
29202950,2920.29.50,,
29202990,2920.29.90,,
29203000,2920.30.00,,
29209022,2920.90.22,,
29209029,2920.90.29,,
29209031,2920.90.31,,
29209032,2920.90.32,,
29209033,2920.90.33,,
29209039,2920.90.39,,
29209041,2920.90.41,,
29209042,2920.90.42,,
29209049,2920.90.49,,
29209051,2920.90.51,,
29209059,2920.90.59,,
29209090,2920.90.90,,
29211111,2921.11.11,,
29211112,2921.11.12,,
29211121,2921.11.21,,
29211122,2921.11.22,,
29211123,2921.11.23,,
29211129,2921.11.29,,
29211131,2921.11.31,,
29211132,2921.11.32,,
29211139,2921.11.39,,
29211200,2921.12.00,,
29211300,2921.13.00,,
29211400,2921.14.00,,
29211911,2921.19.11,,
29211912,2921.19.12,,
29211913,2921.19.13,,
29211914,2921.19.14,,
29211915,2921.19.15,,
29211919,2921.19.19,,
29211921,2921.19.21,,
29211922,2921.19.22,,
29211923,2921.19.23,,
29211924,2921.19.24,,
29211929,2921.19.29,,
29211931,2921.19.31,,
29211939,2921.19.39,,
29211941,2921.19.41,,
29211949,2921.19.49,,
29211991,2921.19.91,,
29211992,2921.19.92,,
29211993,2921.19.93,,
29211994,2921.19.94,,
29211999,2921.19.99,,
29212100,2921.21.00,,
29212200,2921.22.00,,
29212910,2921.29.10,,
29212920,2921.29.20,,
29212990,2921.29.90,,
29213011,2921.30.11,,
29213012,2921.30.12,,
29213019,2921.30.19,,
29213020,2921.30.20,,
29213090,2921.30.90,,
29214100,2921.41.00,,
29214211,2921.42.11,,
29214219,2921.42.19,,
29214221,2921.42.21,,
29214229,2921.42.29,,
29214231,2921.42.31,,
29214239,2921.42.39,,
29214241,2921.42.41,,
29214249,2921.42.49,,
29214290,2921.42.90,,
29214311,2921.43.11,,
29214319,2921.43.19,,
29214321,2921.43.21,,
29214322,2921.43.22,,
29214323,2921.43.23,,
29214329,2921.43.29,,
29214410,2921.44.10,,
29214421,2921.44.21,,
29214422,2921.44.22,,
29214429,2921.44.29,,
29214500,2921.45.00,,
29214610,2921.46.10,,
29214620,2921.46.20,,
29214630,2921.46.30,,
29214640,2921.46.40,,
29214650,2921.46.50,,
29214660,2921.46.60,,
29214670,2921.46.70,,
29214680,2921.46.80,,
29214690,2921.46.90,,
29214910,2921.49.10,,
29214921,2921.49.21,,
29214922,2921.49.22,,
29214929,2921.49.29,,
29214931,2921.49.31,,
29214939,2921.49.39,,
29214990,2921.49.90,,
29215111,2921.51.11,,
29215112,2921.51.12,,
29215119,2921.51.19,,
29215120,2921.51.20,,
29215131,2921.51.31,,
29215132,2921.51.32,,
29215133,2921.51.33,,
29215134,2921.51.34,,
29215135,2921.51.35,,
29215139,2921.51.39,,
29215190,2921.51.90,,
29215911,2921.59.11,,
29215919,2921.59.19,,
29215921,2921.59.21,,
29215929,2921.59.29,,
29215931,2921.59.31,,
29215932,2921.59.32,,
29215939,2921.59.39,,
29215990,2921.59.90,,
29221100,2922.11.00,,
29221200,2922.12.00,,
29221400,2922.14.00,,
29221500,2922.15.00,,
29221600,2922.16.00,,
29221700,2922.17.00,,
29221800,2922.18.00,,
29221911,2922.19.11,,
29221912,2922.19.12,,
29221913,2922.19.13,,
29221919,2922.19.19,,
29221921,2922.19.21,,
29221929,2922.19.29,,
29221931,2922.19.31,,
29221939,2922.19.39,,
29221941,2922.19.41,,
29221949,2922.19.49,,
29221951,2922.19.51,,
29221952,2922.19.52,,
29221959,2922.19.59,,
29221971,2922.19.71,,
29221979,2922.19.79,,
29221981,2922.19.81,,
29221989,2922.19.89,,
29221991,2922.19.91,,
29221992,2922.19.92,,
29221993,2922.19.93,,
29221994,2922.19.94,,
29221995,2922.19.95,,
29221996,2922.19.96,,
29221999,2922.19.99,,
29222100,2922.21.00,,
29222911,2922.29.11,,
29222919,2922.29.19,,
29222920,2922.29.20,,
29222990,2922.29.90,,
29223111,2922.31.11,,
29223112,2922.31.12,,
29223120,2922.31.20,,
29223130,2922.31.30,,
29223910,2922.39.10,,
29223921,2922.39.21,,
29223929,2922.39.29,,
29223990,2922.39.90,,
29224110,2922.41.10,,
29224190,2922.41.90,,
29224210,2922.42.10,,
29224220,2922.42.20,,
29224300,2922.43.00,,
29224410,2922.44.10,,
29224420,2922.44.20,,
29224910,2922.49.10,,
29224920,2922.49.20,,
29224931,2922.49.31,,
29224932,2922.49.32,,
29224940,2922.49.40,,
29224951,2922.49.51,,
29224952,2922.49.52,,
29224959,2922.49.59,,
29224961,2922.49.61,,
29224962,2922.49.62,,
29224963,2922.49.63,,
29224964,2922.49.64,,
29224969,2922.49.69,,
29224990,2922.49.90,,
29225011,2922.50.11,,
29225019,2922.50.19,,
29225031,2922.50.31,,
29225032,2922.50.32,,
29225039,2922.50.39,,
29225091,2922.50.91,,
29225099,2922.50.99,,
29231000,2923.10.00,,
29232000,2923.20.00,,
29233000,2923.30.00,,
29234000,2923.40.00,,
29239010,2923.90.10,,
29239020,2923.90.20,,
29239030,2923.90.30,,
29239040,2923.90.40,,
29239050,2923.90.50,,
29239060,2923.90.60,,
29239090,2923.90.90,,
29241100,2924.11.00,,
29241210,2924.12.10,,
29241220,2924.12.20,,
29241230,2924.12.30,,
29241911,2924.19.11,,
29241919,2924.19.19,,
29241921,2924.19.21,,
29241922,2924.19.22,,
29241929,2924.19.29,,
29241931,2924.19.31,,
29241932,2924.19.32,,
29241939,2924.19.39,,
29241942,2924.19.42,,
29241949,2924.19.49,,
29241991,2924.19.91,,
29241992,2924.19.92,,
29241993,2924.19.93,,
29241994,2924.19.94,,
29241999,2924.19.99,,
29242111,2924.21.11,,
29242119,2924.21.19,,
29242120,2924.21.20,,
29242190,2924.21.90,,
29242300,2924.23.00,,
29242400,2924.24.00,,
29242500,2924.25.00,,
29242911,2924.29.11,,
29242912,2924.29.12,,
29242913,2924.29.13,,
29242914,2924.29.14,,
29242915,2924.29.15,,
29242919,2924.29.19,,
29242920,2924.29.20,,
29242931,2924.29.31,,
29242932,2924.29.32,,
29242939,2924.29.39,,
29242941,2924.29.41,,
29242943,2924.29.43,,
29242944,2924.29.44,,
29242945,2924.29.45,,
29242946,2924.29.46,,
29242947,2924.29.47,,
29242949,2924.29.49,,
29242951,2924.29.51,,
29242952,2924.29.52,,
29242959,2924.29.59,,
29242961,2924.29.61,,
29242962,2924.29.62,,
29242963,2924.29.63,,
29242964,2924.29.64,,
29242969,2924.29.69,,
29242991,2924.29.91,,
29242992,2924.29.92,,
29242993,2924.29.93,,
29242994,2924.29.94,,
29242995,2924.29.95,,
29242996,2924.29.96,,
29242999,2924.29.99,,
29251100,2925.11.00,,
29251200,2925.12.00,,
29251910,2925.19.10,,
29251990,2925.19.90,,
29252100,2925.21.00,,
29252911,2925.29.11,,
29252919,2925.29.19,,
29252921,2925.29.21,,
29252922,2925.29.22,,
29252923,2925.29.23,,
29252929,2925.29.29,,
29252930,2925.29.30,,
29252940,2925.29.40,,
29252950,2925.29.50,,
29252990,2925.29.90,,
29261000,2926.10.00,,
29262000,2926.20.00,,
29263011,2926.30.11,,
29263012,2926.30.12,,
29263020,2926.30.20,,
29264000,2926.40.00,,
29269011,2926.90.11,,
29269012,2926.90.12,,
29269019,2926.90.19,,
29269021,2926.90.21,,
29269022,2926.90.22,,
29269023,2926.90.23,,
29269024,2926.90.24,,
29269025,2926.90.25,,
29269026,2926.90.26,,
29269029,2926.90.29,,
29269030,2926.90.30,,
29269091,2926.90.91,,
29269092,2926.90.92,,
29269093,2926.90.93,,
29269095,2926.90.95,,
29269096,2926.90.96,,
29269099,2926.90.99,,
29270010,2927.00.10,,
29270021,2927.00.21,,
29270029,2927.00.29,,
29270030,2927.00.30,,
29280011,2928.00.11,,
29280019,2928.00.19,,
29280020,2928.00.20,,
29280030,2928.00.30,,
29280041,2928.00.41,,
29280042,2928.00.42,,
29280090,2928.00.90,,
29291010,2929.10.10,,
29291021,2929.10.21,,
29291029,2929.10.29,,
29291030,2929.10.30,,
29291090,2929.10.90,,
29299011,2929.90.11,,
29299012,2929.90.12,,
29299019,2929.90.19,,
29299021,2929.90.21,,
29299022,2929.90.22,,
29299029,2929.90.29,,
29299090,2929.90.90,,
29301000,2930.10.00,,
29302011,2930.20.11,,
29302012,2930.20.12,,
29302013,2930.20.13,,
29302019,2930.20.19,,
29302021,2930.20.21,,
29302022,2930.20.22,,
29302023,2930.20.23,,
29302024,2930.20.24,,
29302029,2930.20.29,,
29303011,2930.30.11,,
29303012,2930.30.12,,
29303019,2930.30.19,,
29303021,2930.30.21,,
29303022,2930.30.22,,
29303029,2930.30.29,,
29303090,2930.30.90,,
29304010,2930.40.10,,
29304090,2930.40.90,,
29306000,2930.60.00,,
29307000,2930.70.00,,
29308010,2930.80.10,,
29308020,2930.80.20,,
29308030,2930.80.30,,
29309011,2930.90.11,,
29309012,2930.90.12,,
29309013,2930.90.13,,
29309019,2930.90.19,,
29309021,2930.90.21,,
29309022,2930.90.22,,
29309023,2930.90.23,,
29309029,2930.90.29,,
29309031,2930.90.31,,
29309032,2930.90.32,,
29309033,2930.90.33,,
29309034,2930.90.34,,
29309035,2930.90.35,,
29309036,2930.90.36,,
29309037,2930.90.37,,
29309039,2930.90.39,,
29309041,2930.90.41,,
29309042,2930.90.42,,
29309043,2930.90.43,,
29309049,2930.90.49,,
29309051,2930.90.51,,
29309052,2930.90.52,,
29309053,2930.90.53,,
29309054,2930.90.54,,
29309057,2930.90.57,,
29309059,2930.90.59,,
29309061,2930.90.61,,
29309069,2930.90.69,,
29309071,2930.90.71,,
29309072,2930.90.72,,
29309079,2930.90.79,,
29309081,2930.90.81,,
29309082,2930.90.82,,
29309083,2930.90.83,,
29309084,2930.90.84,,
29309085,2930.90.85,,
29309086,2930.90.86,,
29309087,2930.90.87,,
29309088,2930.90.88,,
29309089,2930.90.89,,
29309091,2930.90.91,,
29309093,2930.90.93,,
29309094,2930.90.94,,
29309095,2930.90.95,,
29309096,2930.90.96,,
29309097,2930.90.97,,
29309098,2930.90.98,,
29309099,2930.90.99,,
29311000,2931.10.00,,
29312000,2931.20.00,,
29314100,2931.41.00,,
29314200,2931.42.00,,
29314300,2931.43.00,,
29314400,2931.44.00,,
29314500,2931.45.00,,
29314600,2931.46.00,,
29314700,2931.47.00,,
29314800,2931.48.00,,
29314911,2931.49.11,,
29314912,2931.49.12,,
29314913,2931.49.13,,
29314914,2931.49.14,,
29314915,2931.49.15,,
29314916,2931.49.16,,
29314920,2931.49.20,,
29314930,2931.49.30,,
29314940,2931.49.40,,
29314990,2931.49.90,,
29315100,2931.51.00,,
29315200,2931.52.00,,
29315300,2931.53.00,,
29315400,2931.54.00,,
29315911,2931.59.11,,
29315912,2931.59.12,,
29315913,2931.59.13,,
29315991,2931.59.91,,
29315992,2931.59.92,,
29315993,2931.59.93,,
29315994,2931.59.94,,
29315999,2931.59.99,,
29319021,2931.90.21,,
29319029,2931.90.29,,
29319041,2931.90.41,,
29319042,2931.90.42,,
29319043,2931.90.43,,
29319044,2931.90.44,,
29319045,2931.90.45,,
29319046,2931.90.46,,
29319049,2931.90.49,,
29319051,2931.90.51,,
29319052,2931.90.52,,
29319053,2931.90.53,,
29319054,2931.90.54,,
29319059,2931.90.59,,
29319061,2931.90.61,,
29319062,2931.90.62,,
29319069,2931.90.69,,
29319090,2931.90.90,,
29321100,2932.11.00,,
29321200,2932.12.00,,
29321310,2932.13.10,,
29321320,2932.13.20,,
29321400,2932.14.00,,
29321910,2932.19.10,,
29321920,2932.19.20,,
29321930,2932.19.30,,
29321940,2932.19.40,,
29321950,2932.19.50,,
29321990,2932.19.90,,
29322000,2932.20.00,,
29329100,2932.91.00,,
29329200,2932.92.00,,
29329300,2932.93.00,,
29329400,2932.94.00,,
29329500,2932.95.00,,
29329600,2932.96.00,,
29329911,2932.99.11,,
29329912,2932.99.12,,
29329913,2932.99.13,,
29329991,2932.99.91,,
29329992,2932.99.92,,
29329993,2932.99.93,,
29329994,2932.99.94,,
29329999,2932.99.99,,
29331111,2933.11.11,,
29331112,2933.11.12,,
29331119,2933.11.19,,
29331120,2933.11.20,,
29331190,2933.11.90,,
29331911,2933.19.11,,
29331919,2933.19.19,,
29331990,2933.19.90,,
29332110,2933.21.10,,
29332121,2933.21.21,,
29332129,2933.21.29,,
29332190,2933.21.90,,
29332911,2933.29.11,,
29332912,2933.29.12,,
29332913,2933.29.13,,
29332919,2933.29.19,,
29332921,2933.29.21,,
29332922,2933.29.22,,
29332923,2933.29.23,,
29332924,2933.29.24,,
29332925,2933.29.25,,
29332929,2933.29.29,,
29332930,2933.29.30,,
29332940,2933.29.40,,
29332991,2933.29.91,,
29332992,2933.29.92,,
29332993,2933.29.93,,
29332994,2933.29.94,,
29332995,2933.29.95,,
29332999,2933.29.99,,
29333110,2933.31.10,,
29333120,2933.31.20,,
29333200,2933.32.00,,
29333311,2933.33.11,,
29333312,2933.33.12,,
29333319,2933.33.19,,
29333321,2933.33.21,,
29333322,2933.33.22,,
29333329,2933.33.29,,
29333331,2933.33.31,,
29333332,2933.33.32,,
29333339,2933.33.39,,
29333341,2933.33.41,,
29333342,2933.33.42,,
29333349,2933.33.49,,
29333351,2933.33.51,,
29333352,2933.33.52,,
29333359,2933.33.59,,
29333361,2933.33.61,,
29333362,2933.33.62,,
29333363,2933.33.63,,
29333369,2933.33.69,,
29333371,2933.33.71,,
29333372,2933.33.72,,
29333379,2933.33.79,,
29333381,2933.33.81,,
29333382,2933.33.82,,
29333383,2933.33.83,,
29333384,2933.33.84,,
29333389,2933.33.89,,
29333391,2933.33.91,,
29333392,2933.33.92,,
29333393,2933.33.93,,
29333394,2933.33.94,,
29333399,2933.33.99,,
29333400,2933.34.00,,
29333500,2933.35.00,,
29333600,2933.36.00,,
29333700,2933.37.00,,
29333912,2933.39.12,,
29333913,2933.39.13,,
29333914,2933.39.14,,
29333915,2933.39.15,,
29333919,2933.39.19,,
29333921,2933.39.21,,
29333922,2933.39.22,,
29333923,2933.39.23,,
29333924,2933.39.24,,
29333925,2933.39.25,,
29333929,2933.39.29,,
29333931,2933.39.31,,
29333932,2933.39.32,,
29333933,2933.39.33,,
29333934,2933.39.34,,
29333935,2933.39.35,,
29333937,2933.39.37,,
29333939,2933.39.39,,
29333943,2933.39.43,,
29333944,2933.39.44,,
29333945,2933.39.45,,
29333946,2933.39.46,,
29333948,2933.39.48,,
29333949,2933.39.49,,
29333981,2933.39.81,,
29333982,2933.39.82,,
29333983,2933.39.83,,
29333984,2933.39.84,,
29333989,2933.39.89,,
29333991,2933.39.91,,
29333992,2933.39.92,,
29333993,2933.39.93,,
29333994,2933.39.94,,
29333999,2933.39.99,,
29334110,2933.41.10,,
29334120,2933.41.20,,
29334911,2933.49.11,,
29334912,2933.49.12,,
29334913,2933.49.13,,
29334919,2933.49.19,,
29334920,2933.49.20,,
29334930,2933.49.30,,
29334940,2933.49.40,,
29334990,2933.49.90,,
29335200,2933.52.00,,
29335311,2933.53.11,,
29335312,2933.53.12,,
29335321,2933.53.21,,
29335322,2933.53.22,,
29335323,2933.53.23,,
29335330,2933.53.30,,
29335340,2933.53.40,,
29335350,2933.53.50,,
29335360,2933.53.60,,
29335371,2933.53.71,,
29335372,2933.53.72,,
29335380,2933.53.80,,
29335400,2933.54.00,,
29335510,2933.55.10,,
29335520,2933.55.20,,
29335530,2933.55.30,,
29335540,2933.55.40,,
29335911,2933.59.11,,
29335912,2933.59.12,,
29335913,2933.59.13,,
29335914,2933.59.14,,
29335915,2933.59.15,,
29335916,2933.59.16,,
29335919,2933.59.19,,
29335921,2933.59.21,,
29335922,2933.59.22,,
29335923,2933.59.23,,
29335929,2933.59.29,,
29335931,2933.59.31,,
29335932,2933.59.32,,
29335933,2933.59.33,,
29335934,2933.59.34,,
29335935,2933.59.35,,
29335939,2933.59.39,,
29335941,2933.59.41,,
29335942,2933.59.42,,
29335943,2933.59.43,,
29335944,2933.59.44,,
29335945,2933.59.45,,
29335949,2933.59.49,,
29335991,2933.59.91,,
29335992,2933.59.92,,
29335999,2933.59.99,,
29336100,2933.61.00,,
29336911,2933.69.11,,
29336912,2933.69.12,,
29336913,2933.69.13,,
29336914,2933.69.14,,
29336915,2933.69.15,,
29336916,2933.69.16,,
29336919,2933.69.19,,
29336921,2933.69.21,,
29336922,2933.69.22,,
29336923,2933.69.23,,
29336929,2933.69.29,,
29336991,2933.69.91,,
29336992,2933.69.92,,
29336999,2933.69.99,,
29337100,2933.71.00,,
29337210,2933.72.10,,
29337220,2933.72.20,,
29337910,2933.79.10,,
29337990,2933.79.90,,
29339111,2933.91.11,,
29339112,2933.91.12,,
29339113,2933.91.13,,
29339114,2933.91.14,,
29339115,2933.91.15,,
29339119,2933.91.19,,
29339121,2933.91.21,,
29339122,2933.91.22,,
29339123,2933.91.23,,
29339129,2933.91.29,,
29339131,2933.91.31,,
29339132,2933.91.32,,
29339133,2933.91.33,,
29339134,2933.91.34,,
29339139,2933.91.39,,
29339141,2933.91.41,,
29339142,2933.91.42,,
29339143,2933.91.43,,
29339149,2933.91.49,,
29339151,2933.91.51,,
29339152,2933.91.52,,
29339153,2933.91.53,,
29339159,2933.91.59,,
29339161,2933.91.61,,
29339162,2933.91.62,,
29339163,2933.91.63,,
29339164,2933.91.64,,
29339169,2933.91.69,,
29339171,2933.91.71,,
29339172,2933.91.72,,
29339173,2933.91.73,,
29339179,2933.91.79,,
29339181,2933.91.81,,
29339182,2933.91.82,,
29339183,2933.91.83,,
29339189,2933.91.89,,
29339200,2933.92.00,,
29339911,2933.99.11,,
29339912,2933.99.12,,
29339913,2933.99.13,,
29339919,2933.99.19,,
29339920,2933.99.20,,
29339931,2933.99.31,,
29339932,2933.99.32,,
29339933,2933.99.33,,
29339934,2933.99.34,,
29339935,2933.99.35,,
29339939,2933.99.39,,
29339941,2933.99.41,,
29339942,2933.99.42,,
29339943,2933.99.43,,
29339944,2933.99.44,,
29339945,2933.99.45,,
29339946,2933.99.46,,
29339947,2933.99.47,,
29339949,2933.99.49,,
29339951,2933.99.51,,
29339952,2933.99.52,,
29339953,2933.99.53,,
29339954,2933.99.54,,
29339955,2933.99.55,,
29339956,2933.99.56,,
29339959,2933.99.59,,
29339961,2933.99.61,,
29339962,2933.99.62,,
29339963,2933.99.63,,
29339969,2933.99.69,,
29339991,2933.99.91,,
29339992,2933.99.92,,
29339993,2933.99.93,,
29339995,2933.99.95,,
29339996,2933.99.96,,
29339999,2933.99.99,,
29341010,2934.10.10,,
29341020,2934.10.20,,
29341030,2934.10.30,,
29341090,2934.10.90,,
29342010,2934.20.10,,
29342020,2934.20.20,,
29342031,2934.20.31,,
29342032,2934.20.32,,
29342033,2934.20.33,,
29342034,2934.20.34,,
29342039,2934.20.39,,
29342040,2934.20.40,,
29342090,2934.20.90,,
29343010,2934.30.10,,
29343020,2934.30.20,,
29343030,2934.30.30,,
29343090,2934.30.90,,
29349111,2934.91.11,,
29349112,2934.91.12,,
29349121,2934.91.21,,
29349122,2934.91.22,,
29349123,2934.91.23,,
29349129,2934.91.29,,
29349131,2934.91.31,,
29349132,2934.91.32,,
29349133,2934.91.33,,
29349141,2934.91.41,,
29349142,2934.91.42,,
29349149,2934.91.49,,
29349150,2934.91.50,,
29349160,2934.91.60,,
29349170,2934.91.70,,
29349200,2934.92.00,,
29349911,2934.99.11,,
29349912,2934.99.12,,
29349913,2934.99.13,,
29349914,2934.99.14,,
29349915,2934.99.15,,
29349919,2934.99.19,,
29349922,2934.99.22,,
29349923,2934.99.23,,
29349924,2934.99.24,,
29349925,2934.99.25,,
29349926,2934.99.26,,
29349927,2934.99.27,,
29349929,2934.99.29,,
29349931,2934.99.31,,
29349932,2934.99.32,,
29349933,2934.99.33,,
29349934,2934.99.34,,
